,"$\mathrm{rMAE}^{\mathrm{cSVR}^1}_{m,s}$","$\mathrm{rMAE}^{\mathrm{cSVR}^2}_{m,s}$","$\mathrm{rMAE}^{\mathrm{cSVR}^3}_{m,s}$","$\mathrm{\mathrm{rMAE}}^{\mathrm{SVR}^4}_{m,s}$","$\mathrm{\mathrm{rMAE}}^{\mathrm{SVR}^5}_{m,s}$","$\mathrm{rMAE}^{\mathrm{cSVR}^{\mathrm{avg.}}}_{m,s}$","$\mathrm{rMAE}^{\mathrm{cSVR}^{\mathrm{w. avg.}}}_{m,s}$","$\mathrm{rMAE}^{\mathrm{LASSO}^{\mathrm{w. avg.}}}_{m,s}$","$\mathrm{rMAE}^{\mathrm{RF}^{\mathrm{w. avg.}}}_{m,s}$","intel avg. 1,2,7 win 14","intel avg. 1,2,7 win 21","intel avg. 1,2,7 win 28",$\hat{P}_{LASSO}^{1}$,$\hat{P}_{LASSO}^{2}$,$\hat{P}_{LASSO}^{3}$,$\hat{P}_{RF}^{1}$,$\hat{P}_{RF}^{2}$,$\hat{P}_{RF}^{3}$
0,-0.017604481489440514,-0.003911407950200598,-0.021686150843561177,-0.007969948718334612,-0.0033446333359783845,-0.028633061238935952,-0.028957343652502753,-0.007547908436879908,0.004617816620479793,-0.028985379078059925,-0.028954685113686623,-0.028930661778560067,0.03820346200559972,0.007582437897888825,0.0033513182593100863,0.04096139226692053,0.04984455637114306,0.04616941426201833
