MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ BZN|DE-LU,Generation - Solar  [MW] Intraday / BZN|DE-LU,Generation - Solar  [MW] Current / BZN|DE-LU,Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Offshore  [MW] Current / BZN|DE-LU,Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Onshore  [MW] Current / BZN|DE-LU
04.01.2020 02:00 - 04.01.2020 02:15,0,0,,6504,5519,,22832,24244,
04.01.2020 02:15 - 04.01.2020 02:30,0,0,,6501,5456,,22894,24180,
04.01.2020 02:30 - 04.01.2020 02:45,0,0,,6505,5339,,22943,24202,
04.01.2020 02:45 - 04.01.2020 03:00,0,0,,6508,5325,,22994,23881,
04.01.2020 03:00 - 04.01.2020 03:15,0,0,,6510,5328,,23036,23798,
04.01.2020 03:15 - 04.01.2020 03:30,0,0,,6507,5356,,23189,23881,
04.01.2020 03:30 - 04.01.2020 03:45,0,0,,6510,5262,,23336,24014,
04.01.2020 03:45 - 04.01.2020 04:00,0,0,,6510,5201,,23492,24107,
04.01.2020 04:00 - 04.01.2020 04:15,0,0,,6511,5125,,23651,24286,
04.01.2020 04:15 - 04.01.2020 04:30,0,0,,6504,5144,,23870,24438,
04.01.2020 04:30 - 04.01.2020 04:45,0,0,,6493,5133,,24082,24596,
04.01.2020 04:45 - 04.01.2020 05:00,0,0,,6491,5205,,24353,24791,
04.01.2020 05:00 - 04.01.2020 05:15,0,0,,6489,5278,,24635,25311,
04.01.2020 05:15 - 04.01.2020 05:30,0,0,,6490,5336,,24971,25678,
04.01.2020 05:30 - 04.01.2020 05:45,0,0,,6492,5361,,25306,26013,
04.01.2020 05:45 - 04.01.2020 06:00,0,0,,6490,5382,,25591,26337,
04.01.2020 06:00 - 04.01.2020 06:15,0,0,,6439,5357,,26122,26918,
04.01.2020 06:15 - 04.01.2020 06:30,0,0,,6440,5380,,26454,27287,
04.01.2020 06:30 - 04.01.2020 06:45,0,0,,6442,5362,,26786,27693,
04.01.2020 06:45 - 04.01.2020 07:00,0,0,,6441,5355,,27150,28143,
04.01.2020 07:00 - 04.01.2020 07:15,0,0,,6423,5324,,27499,28800,
04.01.2020 07:15 - 04.01.2020 07:30,0,0,,6420,5357,,27813,29115,
04.01.2020 07:30 - 04.01.2020 07:45,0,0,,6412,5330,,28127,29430,
04.01.2020 07:45 - 04.01.2020 08:00,0,0,,6413,5396,,28421,29704,
04.01.2020 08:00 - 04.01.2020 08:15,5,2,,6413,5455,,28701,29964,
04.01.2020 08:15 - 04.01.2020 08:30,37,23,,6419,5513,,28970,30205,
04.01.2020 08:30 - 04.01.2020 08:45,164,122,,6424,5566,,29243,30446,
04.01.2020 08:45 - 04.01.2020 09:00,335,274,,6430,5617,,29509,30680,
04.01.2020 09:00 - 04.01.2020 09:15,586,509,,6428,5660,,29779,30923,
04.01.2020 09:15 - 04.01.2020 09:30,903,829,,6421,5712,,30070,31196,
04.01.2020 09:30 - 04.01.2020 09:45,1251,1187,,6411,5758,,30364,31472,
04.01.2020 09:45 - 04.01.2020 10:00,1605,1566,,6394,5798,,30658,31730,
04.01.2020 10:00 - 04.01.2020 10:15,1934,1909,,6386,5835,,30949,32004,
04.01.2020 10:15 - 04.01.2020 10:30,2241,2255,,6368,5861,,31230,32261,
04.01.2020 10:30 - 04.01.2020 10:45,2492,2584,,6351,5884,,31515,32524,
04.01.2020 10:45 - 04.01.2020 11:00,2707,2873,,6323,5895,,31811,32809,
04.01.2020 11:00 - 04.01.2020 11:15,2878,3125,,6297,5914,,32060,33073,
04.01.2020 11:15 - 04.01.2020 11:30,3008,3341,,6258,5931,,32275,33277,
04.01.2020 11:30 - 04.01.2020 11:45,3095,3504,,6208,5954,,32499,33477,
04.01.2020 11:45 - 04.01.2020 12:00,3121,3599,,6152,5974,,32714,33672,
04.01.2020 12:00 - 04.01.2020 12:15,3111,3643,,6080,5990,,32925,33834,
04.01.2020 12:15 - 04.01.2020 12:30,3090,3627,,6037,5979,,33022,33894,
04.01.2020 12:30 - 04.01.2020 12:45,3047,3556,,5988,5968,,33122,33958,
04.01.2020 12:45 - 04.01.2020 13:00,2974,3420,,5932,5952,,33230,34013,
04.01.2020 13:00 - 04.01.2020 13:15,2879,3260,,5890,5930,,33317,34058,
04.01.2020 13:15 - 04.01.2020 13:30,2753,3057,,5884,5912,,33219,33926,
04.01.2020 13:30 - 04.01.2020 13:45,2579,2821,,5877,5894,,33125,33800,
04.01.2020 13:45 - 04.01.2020 14:00,2373,2551,,5871,5877,,33018,33657,
04.01.2020 14:00 - 04.01.2020 14:15,2146,2134,,5854,5894,,32959,33462,
04.01.2020 14:15 - 04.01.2020 14:30,1897,1868,,5824,5867,,32777,33241,
04.01.2020 14:30 - 04.01.2020 14:45,1607,1588,,5798,5842,,32587,33013,
04.01.2020 14:45 - 04.01.2020 15:00,1322,1315,,5781,5827,,32389,32785,
04.01.2020 15:00 - 04.01.2020 15:15,1049,1048,,5754,5803,,32155,32550,
04.01.2020 15:15 - 04.01.2020 15:30,781,781,,5703,5782,,31848,32270,
04.01.2020 15:30 - 04.01.2020 15:45,523,524,,5685,5785,,31526,31986,
04.01.2020 15:45 - 04.01.2020 16:00,304,306,,5636,5757,,31193,31689,
04.01.2020 16:00 - 04.01.2020 16:15,147,153,,5569,5717,,30865,31372,
04.01.2020 16:15 - 04.01.2020 16:30,43,40,,5473,5656,,30468,30938,
04.01.2020 16:30 - 04.01.2020 16:45,3,2,,5372,5592,,30068,30501,
04.01.2020 16:45 - 04.01.2020 17:00,0,0,,5268,5530,,29654,30042,
04.01.2020 17:00 - 04.01.2020 17:15,0,0,,5162,5456,,29227,29613,
04.01.2020 17:15 - 04.01.2020 17:30,0,0,,5053,5366,,28792,29212,
04.01.2020 17:30 - 04.01.2020 17:45,0,0,,4954,5288,,28347,28799,
04.01.2020 17:45 - 04.01.2020 18:00,0,0,,4835,5195,,27917,28392,
04.01.2020 18:00 - 04.01.2020 18:15,0,0,,4699,5084,,27489,27949,
04.01.2020 18:15 - 04.01.2020 18:30,0,0,,4543,4933,,27068,27450,
04.01.2020 18:30 - 04.01.2020 18:45,0,0,,4388,4786,,26629,26929,
04.01.2020 18:45 - 04.01.2020 19:00,0,0,,4226,4634,,26201,26413,
04.01.2020 19:00 - 04.01.2020 19:15,0,0,,4061,4479,,25746,25896,
04.01.2020 19:15 - 04.01.2020 19:30,0,0,,3882,4314,,25238,25386,
04.01.2020 19:30 - 04.01.2020 19:45,0,0,,3699,4147,,24726,24871,
04.01.2020 19:45 - 04.01.2020 20:00,0,0,,3521,3974,,24186,24349,
04.01.2020 20:00 - 04.01.2020 20:15,0,0,,3353,3804,,23704,23790,
04.01.2020 20:15 - 04.01.2020 20:30,0,0,,3202,3626,,23203,23250,
04.01.2020 20:30 - 04.01.2020 20:45,0,0,,3052,3447,,22687,22710,
04.01.2020 20:45 - 04.01.2020 21:00,0,0,,2900,3276,,22183,22173,
04.01.2020 21:00 - 04.01.2020 21:15,0,0,,2752,3107,,21644,21617,
04.01.2020 21:15 - 04.01.2020 21:30,0,0,,2607,2947,,21076,21063,
04.01.2020 21:30 - 04.01.2020 21:45,0,0,,2467,2788,,20494,20500,
04.01.2020 21:45 - 04.01.2020 22:00,0,0,,2326,2629,,19919,19930,
04.01.2020 22:00 - 04.01.2020 22:15,0,0,,2216,2496,,19210,19247,
04.01.2020 22:15 - 04.01.2020 22:30,0,0,,2099,2369,,18658,18715,
04.01.2020 22:30 - 04.01.2020 22:45,0,0,,1987,2251,,18097,18165,
04.01.2020 22:45 - 04.01.2020 23:00,0,0,,1876,2133,,17529,17609,
04.01.2020 23:00 - 04.01.2020 23:15,0,0,,1774,2021,,16985,17078,
04.01.2020 23:15 - 04.01.2020 23:30,0,0,,1685,1926,,16469,16570,
04.01.2020 23:30 - 04.01.2020 23:45,0,0,,1598,1826,,15932,16064,
04.01.2020 23:45 - 05.01.2020 00:00,0,0,,1513,1729,,15383,15558,
05.01.2020 00:00 - 05.01.2020 00:15,0,0,,1621,1786,,14975,14992,
05.01.2020 00:15 - 05.01.2020 00:30,0,0,,1552,1757,,14481,14496,
05.01.2020 00:30 - 05.01.2020 00:45,0,0,,1477,1736,,13993,14021,
05.01.2020 00:45 - 05.01.2020 01:00,0,0,,1413,1743,,13483,13578,
05.01.2020 01:00 - 05.01.2020 01:15,0,0,,1351,1673,,12922,13038,
05.01.2020 01:15 - 05.01.2020 01:30,0,0,,1306,1642,,12430,12699,
05.01.2020 01:30 - 05.01.2020 01:45,0,0,,1258,1575,,11972,12542,
05.01.2020 01:45 - 05.01.2020 02:00,0,0,,1215,1529,,11512,12422,
05.01.2020 02:00 - 05.01.2020 02:15,0,0,,1173,1500,,11154,12333,
05.01.2020 02:15 - 05.01.2020 02:30,0,0,,1149,1443,,10744,12201,
05.01.2020 02:30 - 05.01.2020 02:45,0,0,,1122,1325,,10347,12005,
05.01.2020 02:45 - 05.01.2020 03:00,0,0,,1099,1238,,9937,11564,
05.01.2020 03:00 - 05.01.2020 03:15,0,0,,1085,1199,,9536,10927,
05.01.2020 03:15 - 05.01.2020 03:30,0,0,,1095,1204,,9194,10521,
05.01.2020 03:30 - 05.01.2020 03:45,0,0,,1110,1204,,8841,10130,
05.01.2020 03:45 - 05.01.2020 04:00,0,0,,1127,1230,,8493,9710,
05.01.2020 04:00 - 05.01.2020 04:15,0,0,,1163,1346,,8177,9396,
05.01.2020 04:15 - 05.01.2020 04:30,0,0,,1227,1459,,7923,9086,
05.01.2020 04:30 - 05.01.2020 04:45,0,0,,1297,1522,,7678,8812,
05.01.2020 04:45 - 05.01.2020 05:00,0,0,,1376,1623,,7441,8557,
05.01.2020 05:00 - 05.01.2020 05:15,0,0,,1461,1809,,7277,8515,
05.01.2020 05:15 - 05.01.2020 05:30,0,0,,1570,1939,,7173,8376,
05.01.2020 05:30 - 05.01.2020 05:45,0,0,,1679,2050,,7057,8302,
05.01.2020 05:45 - 05.01.2020 06:00,0,0,,1794,2165,,6934,8207,
05.01.2020 06:00 - 05.01.2020 06:15,0,0,,1903,2296,,6795,8111,
05.01.2020 06:15 - 05.01.2020 06:30,0,0,,2018,2440,,6692,7948,
05.01.2020 06:30 - 05.01.2020 06:45,0,0,,2137,2481,,6645,7963,
05.01.2020 06:45 - 05.01.2020 07:00,0,0,,2257,2657,,6590,8046,
05.01.2020 07:00 - 05.01.2020 07:15,0,0,,2388,2657,,6488,8180,
05.01.2020 07:15 - 05.01.2020 07:30,0,0,,2523,2724,,6416,8139,
05.01.2020 07:30 - 05.01.2020 07:45,0,0,,2664,2877,,6420,8134,
05.01.2020 07:45 - 05.01.2020 08:00,0,0,,2801,3032,,6422,8138,
05.01.2020 08:00 - 05.01.2020 08:15,7,4,,2935,3163,,6433,8083,
05.01.2020 08:15 - 05.01.2020 08:30,71,48,,3064,3250,,6485,7995,
05.01.2020 08:30 - 05.01.2020 08:45,386,297,,3190,3337,,6542,7908,
05.01.2020 08:45 - 05.01.2020 09:00,764,678,,3317,3422,,6608,7823,
05.01.2020 09:00 - 05.01.2020 09:15,1244,1150,,3439,3504,,6638,7714,
05.01.2020 09:15 - 05.01.2020 09:30,1792,1690,,3548,3572,,6630,7610,
05.01.2020 09:30 - 05.01.2020 09:45,2364,2296,,3660,3639,,6598,7487,
05.01.2020 09:45 - 05.01.2020 10:00,2936,2895,,3762,3702,,6566,7353,
05.01.2020 10:00 - 05.01.2020 10:15,3496,3431,,3864,3770,,6542,7230,
05.01.2020 10:15 - 05.01.2020 10:30,4049,3948,,3965,3865,,6495,7066,
05.01.2020 10:30 - 05.01.2020 10:45,4527,4425,,4065,3961,,6446,6900,
05.01.2020 10:45 - 05.01.2020 11:00,4958,4879,,4170,4060,,6398,6756,
05.01.2020 11:00 - 05.01.2020 11:15,5332,5282,,4273,4157,,6359,6630,
05.01.2020 11:15 - 05.01.2020 11:30,5649,5630,,4384,4245,,6335,6546,
05.01.2020 11:30 - 05.01.2020 11:45,5887,5887,,4499,4332,,6312,6463,
05.01.2020 11:45 - 05.01.2020 12:00,6044,6055,,4613,4422,,6301,6395,
05.01.2020 12:00 - 05.01.2020 12:15,6135,6157,,4716,4511,,6294,6322,
05.01.2020 12:15 - 05.01.2020 12:30,6158,6132,,4807,4592,,6313,6292,
05.01.2020 12:30 - 05.01.2020 12:45,6101,6044,,4893,4674,,6323,6252,
05.01.2020 12:45 - 05.01.2020 13:00,5958,5850,,4977,4758,,6336,6215,
05.01.2020 13:00 - 05.01.2020 13:15,5758,5607,,5050,4837,,6356,6183,
05.01.2020 13:15 - 05.01.2020 13:30,5505,5282,,5094,4884,,6458,6251,
05.01.2020 13:30 - 05.01.2020 13:45,5173,4921,,5137,4928,,6561,6328,
05.01.2020 13:45 - 05.01.2020 14:00,4800,4516,,5177,4978,,6676,6409,
05.01.2020 14:00 - 05.01.2020 14:15,4369,3919,,5217,5168,,6821,6568,
05.01.2020 14:15 - 05.01.2020 14:30,3865,3464,,5257,5179,,6983,6747,
05.01.2020 14:30 - 05.01.2020 14:45,3363,2974,,5293,5192,,7145,6925,
05.01.2020 14:45 - 05.01.2020 15:00,2824,2475,,5330,5203,,7313,7114,
05.01.2020 15:00 - 05.01.2020 15:15,2267,1965,,5364,5221,,7495,7333,
05.01.2020 15:15 - 05.01.2020 15:30,1678,1432,,5401,5250,,7705,7630,
05.01.2020 15:30 - 05.01.2020 15:45,1111,939,,5436,5270,,7917,7939,
05.01.2020 15:45 - 05.01.2020 16:00,647,534,,5471,5295,,8122,8245,
05.01.2020 16:00 - 05.01.2020 16:15,308,242,,5506,5325,,8343,8562,
05.01.2020 16:15 - 05.01.2020 16:30,67,55,,5552,5373,,8603,8881,
05.01.2020 16:30 - 05.01.2020 16:45,4,3,,5601,5422,,8866,9200,
05.01.2020 16:45 - 05.01.2020 17:00,1,0,,5642,5469,,9139,9510,
05.01.2020 17:00 - 05.01.2020 17:15,0,0,,5691,5506,,9430,9819,
05.01.2020 17:15 - 05.01.2020 17:30,0,0,,5726,5553,,9726,10091,
05.01.2020 17:30 - 05.01.2020 17:45,0,0,,5758,5605,,10027,10357,
05.01.2020 17:45 - 05.01.2020 18:00,0,0,,5788,5654,,10327,10622,
05.01.2020 18:00 - 05.01.2020 18:15,0,0,,5828,5709,,10629,10871,
05.01.2020 18:15 - 05.01.2020 18:30,0,0,,5873,5758,,10903,11083,
05.01.2020 18:30 - 05.01.2020 18:45,0,0,,5925,5807,,11164,11295,
05.01.2020 18:45 - 05.01.2020 19:00,0,0,,5975,5861,,11425,11506,
05.01.2020 19:00 - 05.01.2020 19:15,0,0,,6019,5906,,11674,11731,
05.01.2020 19:15 - 05.01.2020 19:30,0,0,,6059,5934,,11841,11848,
05.01.2020 19:30 - 05.01.2020 19:45,0,0,,6090,5960,,12017,11964,
05.01.2020 19:45 - 05.01.2020 20:00,0,0,,6122,5987,,12184,12073,
05.01.2020 20:00 - 05.01.2020 20:15,0,0,,6150,6006,,12346,12186,
05.01.2020 20:15 - 05.01.2020 20:30,0,0,,6171,6001,,12434,12259,
05.01.2020 20:30 - 05.01.2020 20:45,0,0,,6186,6000,,12529,12329,
05.01.2020 20:45 - 05.01.2020 21:00,0,0,,6199,5997,,12626,12405,
05.01.2020 21:00 - 05.01.2020 21:15,0,0,,6208,5988,,12710,12464,
05.01.2020 21:15 - 05.01.2020 21:30,0,0,,6210,5962,,12749,12516,
05.01.2020 21:30 - 05.01.2020 21:45,0,0,,6205,5935,,12795,12571,
05.01.2020 21:45 - 05.01.2020 22:00,0,0,,6209,5914,,12822,12614,
05.01.2020 22:00 - 05.01.2020 22:15,0,0,,6219,5904,,12758,12588,
05.01.2020 22:15 - 05.01.2020 22:30,0,0,,6215,5889,,12730,12603,
05.01.2020 22:30 - 05.01.2020 22:45,0,0,,6208,5869,,12706,12623,
05.01.2020 22:45 - 05.01.2020 23:00,0,0,,6199,5849,,12687,12647,
05.01.2020 23:00 - 05.01.2020 23:15,0,0,,6185,5836,,12666,12676,
05.01.2020 23:15 - 05.01.2020 23:30,0,0,,6170,5833,,12622,12697,
05.01.2020 23:30 - 05.01.2020 23:45,0,0,,6149,5832,,12585,12714,
05.01.2020 23:45 - 06.01.2020 00:00,0,0,,6124,5829,,12551,12729,
06.01.2020 00:00 - 06.01.2020 00:15,0,0,,5847,5709,,12435,12433,
06.01.2020 00:15 - 06.01.2020 00:30,0,0,,5860,5701,,12400,12387,
06.01.2020 00:30 - 06.01.2020 00:45,0,0,,5870,5731,,12360,12427,
06.01.2020 00:45 - 06.01.2020 01:00,0,0,,5873,5766,,12327,12261,
06.01.2020 01:00 - 06.01.2020 01:15,0,0,,5875,5750,,12283,12385,
06.01.2020 01:15 - 06.01.2020 01:30,0,0,,5877,5778,,12231,12413,
06.01.2020 01:30 - 06.01.2020 01:45,0,0,,5857,5830,,12169,12386,
06.01.2020 01:45 - 06.01.2020 02:00,0,0,,5845,5827,,12101,12252,
06.01.2020 02:00 - 06.01.2020 02:15,0,0,,5834,5764,,12137,12177,
06.01.2020 02:15 - 06.01.2020 02:30,0,0,,5820,5762,,12085,12010,
06.01.2020 02:30 - 06.01.2020 02:45,0,0,,5806,5710,,12035,11907,
06.01.2020 02:45 - 06.01.2020 03:00,0,0,,5798,5702,,11985,11878,
06.01.2020 03:00 - 06.01.2020 03:15,0,0,,5787,5659,,11928,11615,
06.01.2020 03:15 - 06.01.2020 03:30,0,0,,5775,5652,,11821,11561,
06.01.2020 03:30 - 06.01.2020 03:45,0,0,,5764,5590,,11716,11601,
06.01.2020 03:45 - 06.01.2020 04:00,0,0,,5751,5564,,11610,11452,
06.01.2020 04:00 - 06.01.2020 04:15,0,0,,5736,5545,,11504,11347,
06.01.2020 04:15 - 06.01.2020 04:30,0,0,,5700,5546,,11377,11179,
06.01.2020 04:30 - 06.01.2020 04:45,0,0,,5663,5691,,11221,10910,
06.01.2020 04:45 - 06.01.2020 05:00,0,0,,5630,5742,,11055,10769,
06.01.2020 05:00 - 06.01.2020 05:15,0,0,,5592,5753,,10913,10528,
06.01.2020 05:15 - 06.01.2020 05:30,0,0,,5557,5802,,10764,10418,
06.01.2020 05:30 - 06.01.2020 05:45,0,0,,5517,5858,,10589,10349,
06.01.2020 05:45 - 06.01.2020 06:00,0,0,,5477,5851,,10402,10240,
06.01.2020 06:00 - 06.01.2020 06:15,0,0,,5431,5844,,10287,10126,
06.01.2020 06:15 - 06.01.2020 06:30,0,0,,5408,5825,,10153,9989,
06.01.2020 06:30 - 06.01.2020 06:45,0,0,,5385,5850,,10038,9807,
06.01.2020 06:45 - 06.01.2020 07:00,0,0,,5364,5763,,9930,9716,
06.01.2020 07:00 - 06.01.2020 07:15,0,0,,5339,5644,,9826,9763,
06.01.2020 07:15 - 06.01.2020 07:30,0,0,,5331,5562,,9745,9741,
06.01.2020 07:30 - 06.01.2020 07:45,0,0,,5326,5585,,9662,9634,
06.01.2020 07:45 - 06.01.2020 08:00,0,0,,5313,5519,,9584,9572,
06.01.2020 08:00 - 06.01.2020 08:15,16,13,,5299,5457,,9521,9510,
06.01.2020 08:15 - 06.01.2020 08:30,94,84,,5283,5423,,9481,9439,
06.01.2020 08:30 - 06.01.2020 08:45,297,328,,5266,5393,,9443,9368,
06.01.2020 08:45 - 06.01.2020 09:00,589,726,,5253,5359,,9409,9303,
06.01.2020 09:00 - 06.01.2020 09:15,1054,1247,,5243,5339,,9392,9244,
06.01.2020 09:15 - 06.01.2020 09:30,1664,1883,,5261,5343,,9374,9189,
06.01.2020 09:30 - 06.01.2020 09:45,2344,2641,,5281,5343,,9353,9136,
06.01.2020 09:45 - 06.01.2020 10:00,3065,3404,,5295,5346,,9331,9080,
06.01.2020 10:00 - 06.01.2020 10:15,3750,4108,,5327,5356,,9279,9008,
06.01.2020 10:15 - 06.01.2020 10:30,4408,4779,,5366,5383,,9102,8827,
06.01.2020 10:30 - 06.01.2020 10:45,5015,5408,,5401,5409,,8929,8647,
06.01.2020 10:45 - 06.01.2020 11:00,5605,5988,,5442,5441,,8758,8468,
06.01.2020 11:00 - 06.01.2020 11:15,6105,6489,,5475,5465,,8589,8308,
06.01.2020 11:15 - 06.01.2020 11:30,6544,6926,,5505,5490,,8414,8157,
06.01.2020 11:30 - 06.01.2020 11:45,6893,7295,,5528,5514,,8247,8005,
06.01.2020 11:45 - 06.01.2020 12:00,7171,7604,,5554,5541,,8071,7855,
06.01.2020 12:00 - 06.01.2020 12:15,7366,7853,,5578,5583,,7891,7705,
06.01.2020 12:15 - 06.01.2020 12:30,7489,8014,,5598,5632,,7713,7561,
06.01.2020 12:30 - 06.01.2020 12:45,7513,8058,,5610,5681,,7548,7420,
06.01.2020 12:45 - 06.01.2020 13:00,7480,8014,,5624,5731,,7383,7279,
06.01.2020 13:00 - 06.01.2020 13:15,7367,7904,,5645,5768,,7227,7127,
06.01.2020 13:15 - 06.01.2020 13:30,7199,7670,,5678,5789,,7153,7042,
06.01.2020 13:30 - 06.01.2020 13:45,6915,7335,,5716,5810,,7076,6960,
06.01.2020 13:45 - 06.01.2020 14:00,6545,6912,,5749,5823,,7005,6879,
06.01.2020 14:00 - 06.01.2020 14:15,6078,6425,,5775,5710,,6929,6622,
06.01.2020 14:15 - 06.01.2020 14:30,5500,5799,,5796,5704,,6909,6599,
06.01.2020 14:30 - 06.01.2020 14:45,4839,5087,,5812,5699,,6892,6576,
06.01.2020 14:45 - 06.01.2020 15:00,4112,4325,,5827,5690,,6881,6558,
06.01.2020 15:00 - 06.01.2020 15:15,3355,3533,,5849,5688,,6893,6577,
06.01.2020 15:15 - 06.01.2020 15:30,2539,2675,,5850,5693,,7007,6709,
06.01.2020 15:30 - 06.01.2020 15:45,1739,1834,,5854,5696,,7115,6846,
06.01.2020 15:45 - 06.01.2020 16:00,1021,1075,,5858,5693,,7231,6991,
06.01.2020 16:00 - 06.01.2020 16:15,481,505,,5863,5693,,7384,7168,
06.01.2020 16:15 - 06.01.2020 16:30,143,141,,5851,5688,,7697,7512,
06.01.2020 16:30 - 06.01.2020 16:45,16,18,,5841,5686,,8005,7854,
06.01.2020 16:45 - 06.01.2020 17:00,3,3,,5833,5685,,8325,8207,
06.01.2020 17:00 - 06.01.2020 17:15,0,0,,5826,5689,,8650,8570,
06.01.2020 17:15 - 06.01.2020 17:30,0,0,,5831,5705,,9006,8950,
06.01.2020 17:30 - 06.01.2020 17:45,0,0,,5835,5721,,9373,9335,
06.01.2020 17:45 - 06.01.2020 18:00,0,0,,5838,5735,,9738,9708,
06.01.2020 18:00 - 06.01.2020 18:15,0,0,,5845,5744,,10094,10077,
06.01.2020 18:15 - 06.01.2020 18:30,0,0,,5839,5762,,10439,10430,
06.01.2020 18:30 - 06.01.2020 18:45,0,0,,5833,5778,,10789,10789,
06.01.2020 18:45 - 06.01.2020 19:00,0,0,,5826,5790,,11142,11150,
06.01.2020 19:00 - 06.01.2020 19:15,0,0,,5816,5793,,11473,11475,
06.01.2020 19:15 - 06.01.2020 19:30,0,0,,5801,5764,,11703,11706,
06.01.2020 19:30 - 06.01.2020 19:45,0,0,,5799,5751,,11922,11925,
06.01.2020 19:45 - 06.01.2020 20:00,0,0,,5793,5736,,12124,12135,
06.01.2020 20:00 - 06.01.2020 20:15,0,0,,5785,5716,,12324,12343,
06.01.2020 20:15 - 06.01.2020 20:30,0,0,,5734,5674,,12529,12500,
06.01.2020 20:30 - 06.01.2020 20:45,0,0,,5707,5651,,12718,12653,
06.01.2020 20:45 - 06.01.2020 21:00,0,0,,5676,5628,,12915,12822,
06.01.2020 21:00 - 06.01.2020 21:15,0,0,,5648,5604,,13093,12988,
06.01.2020 21:15 - 06.01.2020 21:30,0,0,,5624,5577,,13262,13175,
06.01.2020 21:30 - 06.01.2020 21:45,0,0,,5597,5545,,13436,13368,
06.01.2020 21:45 - 06.01.2020 22:00,0,0,,5574,5512,,13610,13568,
06.01.2020 22:00 - 06.01.2020 22:15,0,0,,5567,5498,,13725,13693,
06.01.2020 22:15 - 06.01.2020 22:30,0,0,,5513,5479,,13850,13763,
06.01.2020 22:30 - 06.01.2020 22:45,0,0,,5457,5456,,13977,13833,
06.01.2020 22:45 - 06.01.2020 23:00,0,0,,5397,5426,,14104,13916,
06.01.2020 23:00 - 06.01.2020 23:15,0,0,,5332,5392,,14225,14000,
06.01.2020 23:15 - 06.01.2020 23:30,0,0,,5274,5368,,14315,14062,
06.01.2020 23:30 - 06.01.2020 23:45,0,0,,5217,5343,,14402,14119,
06.01.2020 23:45 - 07.01.2020 00:00,0,0,,5158,5311,,14479,14176,
07.01.2020 00:00 - 07.01.2020 00:15,0,0,,5246,5578,,15454,15476,
07.01.2020 00:15 - 07.01.2020 00:30,0,0,,5257,5600,,15492,15596,
07.01.2020 00:30 - 07.01.2020 00:45,0,0,,5269,5620,,15530,15613,
07.01.2020 00:45 - 07.01.2020 01:00,0,0,,5277,5668,,15563,15764,
07.01.2020 01:00 - 07.01.2020 01:15,0,0,,5132,5436,,15654,15947,
07.01.2020 01:15 - 07.01.2020 01:30,0,0,,5073,5316,,15652,15880,
07.01.2020 01:30 - 07.01.2020 01:45,0,0,,5008,5330,,15657,15786,
07.01.2020 01:45 - 07.01.2020 02:00,0,0,,4942,5410,,15635,15714,
07.01.2020 02:00 - 07.01.2020 02:15,0,0,,4850,5356,,15804,15931,
07.01.2020 02:15 - 07.01.2020 02:30,0,0,,4758,5297,,15908,16054,
07.01.2020 02:30 - 07.01.2020 02:45,0,0,,4668,5246,,16013,16093,
07.01.2020 02:45 - 07.01.2020 03:00,0,0,,4574,5097,,16131,16211,
07.01.2020 03:00 - 07.01.2020 03:15,0,0,,4491,5042,,16240,16244,
07.01.2020 03:15 - 07.01.2020 03:30,0,0,,4453,4911,,16300,16277,
07.01.2020 03:30 - 07.01.2020 03:45,0,0,,4408,4720,,16363,16218,
07.01.2020 03:45 - 07.01.2020 04:00,0,0,,4351,4660,,16421,16155,
07.01.2020 04:00 - 07.01.2020 04:15,0,0,,4332,4611,,16451,16135,
07.01.2020 04:15 - 07.01.2020 04:30,0,0,,4314,4562,,16373,15998,
07.01.2020 04:30 - 07.01.2020 04:45,0,0,,4306,4523,,16295,16124,
07.01.2020 04:45 - 07.01.2020 05:00,0,0,,4297,4511,,16239,16072,
07.01.2020 05:00 - 07.01.2020 05:15,0,0,,4283,4461,,16198,15940,
07.01.2020 05:15 - 07.01.2020 05:30,0,0,,4235,4473,,16142,15883,
07.01.2020 05:30 - 07.01.2020 05:45,0,0,,4170,4511,,16101,15995,
07.01.2020 05:45 - 07.01.2020 06:00,0,0,,4124,4576,,16018,15939,
07.01.2020 06:00 - 07.01.2020 06:15,0,0,,4052,4583,,16020,15959,
07.01.2020 06:15 - 07.01.2020 06:30,0,0,,3993,4572,,15884,15765,
07.01.2020 06:30 - 07.01.2020 06:45,0,0,,3937,4598,,15746,15690,
07.01.2020 06:45 - 07.01.2020 07:00,0,0,,3879,4497,,15597,15634,
07.01.2020 07:00 - 07.01.2020 07:15,0,0,,3812,4410,,15422,15577,
07.01.2020 07:15 - 07.01.2020 07:30,0,0,,3699,4252,,15256,15406,
07.01.2020 07:30 - 07.01.2020 07:45,0,0,,3598,3916,,15079,15258,
07.01.2020 07:45 - 07.01.2020 08:00,0,0,,3496,3761,,14919,15004,
07.01.2020 08:00 - 07.01.2020 08:15,3,2,,3348,3586,,14733,14741,
07.01.2020 08:15 - 07.01.2020 08:30,33,25,,3191,3374,,14530,14454,
07.01.2020 08:30 - 07.01.2020 08:45,139,145,,3030,3164,,14331,14165,
